Sort,State,FIPS,County,CountySeat(s),Population(2010),LandAreakm2,LandAreami2,WaterAreakm2,WaterAreami2,TotalAreakm2,TotalAreami2,Latitude,Longitude,Hover
344,FL,12049,Hardee,Wauchula,"27,731","1,651.85",637.783,1.44,0.556,"1,653.29",638.339,27.492846,-81.82158,Hardee<br>FL<br>12049
345,FL,12051,Hendry,LaBelle,"39,140","2,985.61","1,152.75",96.465,37.246,"3,082.08","1,190.00",26.53934,-81.151584,Hendry<br>FL<br>12051
346,FL,12053,Hernando,Brooksville,"172,778","1,223.87",472.539,301.689,116.483,"1,525.56",589.022,28.567911,-82.464835,Hernando<br>FL<br>12053
347,FL,12055,Highlands,Sebring,"98,786","2,633.02","1,016.62",231.596,89.42,"2,864.62","1,106.04",27.342627,-81.340921,Highlands<br>FL<br>12055
348,FL,12057,Hillsborough,Tampa,"1,229,226","2,642.34","1,020.21",635.973,245.551,"3,278.31","1,265.77",27.90659,-82.349568,Hillsborough<br>FL<br>12057
349,FL,12059,Holmes,Bonifay,"19,927","1,240.03",478.777,26.599,10.27,"1,266.63",489.047,30.866222,-85.812959,Holmes<br>FL<br>12059
350,FL,12061,Indian River,Vero Beach,"138,028","1,302.43",502.872,295.606,114.134,"1,598.04",617.006,27.700638,-80.574803,Indian River<br>FL<br>12061
351,FL,12063,Jackson,Marianna,"49,746","2,376.99",917.76,95.322,36.804,"2,472.31",954.564,30.787812,-85.210374,Jackson<br>FL<br>12063
352,FL,12065,Jefferson,Monticello,"14,761","1,549.06",598.095,99.559,38.44,"1,648.62",636.535,30.424558,-83.890859,Jefferson<br>FL<br>12065
353,FL,12067,Lafayette,Mayo,"8,870","1,407.43",543.411,11.646,4.497,"1,419.08",547.908,29.990066,-83.17851,Lafayette<br>FL<br>12067
354,FL,12069,Lake,Tavares,"297,052","2,430.40",938.381,566.127,218.583,"2,996.52","1,156.96",28.764113,-81.712282,Lake<br>FL<br>12069
355,FL,12071,Lee,Fort Myers,"618,754","2,031.88",784.513,"1,108.38",427.948,"3,140.26","1,212.46",26.552134,-81.89225,Lee<br>FL<br>12071
356,FL,12073,Leon,Tallahassee,"275,487","1,727.14",666.852,90.487,34.937,"1,817.63",701.789,30.45931,-84.2778,Leon<br>FL<br>12073
357,FL,12075,Levy,Bronson,"40,801","2,896.14","1,118.21",762.981,294.589,"3,659.12","1,412.80",29.284409,-82.783483,Levy<br>FL<br>12075
358,FL,12077,Liberty,Bristol,"8,365","2,164.10",835.562,19.583,7.561,"2,183.68",843.123,30.259849,-84.868581,Liberty<br>FL<br>12077
359,FL,12079,Madison,Madison,"19,224","1,802.50",695.948,51.114,19.735,"1,853.61",715.683,30.447228,-83.470437,Madison<br>FL<br>12079
360,FL,12081,Manatee,Bradenton,"322,833","1,924.18",742.931,387.845,149.748,"2,312.03",892.679,27.481386,-82.365784,Manatee<br>FL<br>12081
361,FL,12083,Marion,Ocala,"331,298","4,103.96","1,584.55",202.185,78.064,"4,306.14","1,662.61",29.202805,-82.0431,Marion<br>FL<br>12083
362,FL,12085,Martin,Stuart,"146,318","1,407.57",543.464,542.252,209.365,"1,949.82",752.829,27.079954,-80.398211,Martin<br>FL<br>12085
363,FL,12086,Miami-Dade,Miami,"2,496,435","4,915.06","1,897.72","1,381.67",533.467,"6,296.73","2,431.18",25.610494,-80.499045,Miami-Dade<br>FL<br>12086
364,FL,12087,Monroe,Key West,"73,090","2,546.69",983.282,"7,133.45","2,754.24","9,680.14","3,737.52",25.601043,-81.206777,Monroe<br>FL<br>12087
365,FL,12089,Nassau,Fernandina Beach,"73,314","1,679.97",648.639,200.159,77.282,"1,880.13",725.921,30.605926,-81.764929,Nassau<br>FL<br>12089
366,FL,12091,Okaloosa,Crestview,"180,822","2,409.33",930.247,393.241,151.831,"2,802.57","1,082.08",30.665858,-86.594194,Okaloosa<br>FL<br>12091
367,FL,12093,Okeechobee,Okeechobee,"39,996","1,991.46",768.908,318.565,122.999,"2,310.03",891.907,27.385592,-80.887388,Okeechobee<br>FL<br>12093
368,FL,12095,Orange,Orlando,"1,145,956","2,339.87",903.429,258.561,99.831,"2,598.43","1,003.26",28.514435,-81.323295,Orange<br>FL<br>12095
369,FL,12097,Osceola,Kissimmee,"268,685","3,438.09","1,327.45",462.192,178.453,"3,900.28","1,505.91",28.059027,-81.139312,Osceola<br>FL<br>12097
370,FL,12099,Palm Beach,West Palm Beach,"1,320,134","5,101.66","1,969.76","1,070.30",413.246,"6,171.97","2,383.01",26.645763,-80.448673,Palm Beach<br>FL<br>12099
371,FL,12101,Pasco,Dade City,"464,697","1,934.43",746.886,314.859,121.568,"2,249.29",868.454,28.302024,-82.455707,Pasco<br>FL<br>12101
372,FL,12103,Pinellas,Clearwater,"916,542",709.136,273.799,865.906,334.328,"1,575.04",608.127,27.903122,-82.739518,Pinellas<br>FL<br>12103
373,FL,12105,Polk,Bartow,"602,095","4,656.38","1,797.84",550.926,212.714,"5,207.30","2,010.55",27.953115,-81.692783,Polk<br>FL<br>12105
374,FL,12107,Putnam,Palatka,"74,364","1,884.53",727.622,257.184,99.299,"2,141.72",826.921,29.606006,-81.740894,Putnam<br>FL<br>12107
375,FL,12109,St. Johns,Milton,"190,039","1,555.69",600.655,572.051,220.87,"2,127.74",821.525,29.890593,-81.383914,St. Johns<br>FL<br>12109
376,FL,12111,St. Lucie,Sarasota,"277,789","1,481.28",571.926,300.907,116.181,"1,782.19",688.107,27.380775,-80.443364,St. Lucie<br>FL<br>12111
377,FL,12113,Santa Rosa,Sanford,"151,372","2,620.04","1,011.61",420.026,162.173,"3,040.07","1,173.78",30.703633,-87.014255,Santa Rosa<br>FL<br>12113
378,FL,12115,Sarasota,St. Augustine,"379,448","1,439.69",555.868,438.941,169.476,"1,878.63",725.344,27.184386,-82.365835,Sarasota<br>FL<br>12115
379,FL,12117,Seminole,Fort Pierce,"422,718",800.879,309.221,93.428,36.073,894.308,345.294,28.690079,-81.13198,Seminole<br>FL<br>12117
380,FL,12119,Sumter,Bushnell,"93,420","1,416.55",546.933,85.192,32.893,"1,501.74",579.826,28.714294,-82.074715,Sumter<br>FL<br>12119
381,FL,12121,Suwannee,Live Oak,"41,551","1,783.34",688.552,9.594,3.704,"1,792.94",692.256,30.189244,-82.992754,Suwannee<br>FL<br>12121
382,FL,12123,Taylor,Perry,"22,570","2,702.15","1,043.31",489.238,188.896,"3,191.39","1,232.20",30.016943,-83.616417,Taylor<br>FL<br>12123
383,FL,12125,Union,Lake Butler,"15,535",630.806,243.556,16.05,6.197,646.856,249.753,30.05428,-82.366918,Union<br>FL<br>12125
384,FL,12127,Volusia,DeLand,"494,593","2,851.66","1,101.03",858.331,331.404,"3,709.99","1,432.44",29.057617,-81.161813,Volusia<br>FL<br>12127
385,FL,12129,Wakulla,Crawfordville,"30,776","1,570.62",606.419,334.904,129.307,"1,905.52",735.726,30.140378,-84.375136,Wakulla<br>FL<br>12129
386,FL,12131,Walton,De Funiak Springs,"55,043","2,687.44","1,037.63",523.1,201.97,"3,210.54","1,239.60",30.631211,-86.176614,Walton<br>FL<br>12131
387,FL,12133,Washington,Chipley,"24,896","1,509.45",582.803,85.861,33.151,"1,595.31",615.954,30.602217,-85.662797,Washington<br>FL<br>12133
388,GA,13001,Appling,Baxley,"18,236","1,313.33",507.081,13.417,5.18,"1,326.75",512.261,31.739712,-82.290103,Appling<br>GA<br>13001
389,GA,13003,Atkinson,Pearson,"8,375",878.994,339.382,13.343,5.152,892.338,344.534,31.300562,-82.883614,Atkinson<br>GA<br>13003
390,GA,13005,Bacon,Alma,"11,096",669.708,258.576,70.569,27.247,740.277,285.823,31.563327,-82.387859,Bacon<br>GA<br>13005
391,GA,13007,Baker,Newton,"3,451",885.63,341.944,18.634,7.195,904.264,349.139,31.319622,-84.454857,Baker<br>GA<br>13007
392,GA,13009,Baldwin,Milledgeville,"45,720",667.812,257.844,24.779,9.567,692.591,267.411,33.059532,-83.255362,Baldwin<br>GA<br>13009
393,GA,13011,Banks,Homer,"18,395",601.112,232.091,4.651,1.796,605.763,233.887,34.351922,-83.498441,Banks<br>GA<br>13011
394,GA,13013,Barrow,Winder,"69,367",415.199,160.309,6.818,2.632,422.016,162.941,33.992009,-83.712303,Barrow<br>GA<br>13013
395,GA,13015,Bartow,Cartersville,"100,157","1,190.21",459.544,27.374,10.569,"1,217.59",470.113,34.240918,-84.838188,Bartow<br>GA<br>13015
396,GA,13017,Ben Hill,Fitzgerald,"17,634",647.809,250.121,9.807,3.787,657.616,253.908,31.740776,-83.14719,Ben Hill<br>GA<br>13017
397,GA,13019,Berrien,Nashville,"19,286","1,170.41",451.897,15.503,5.986,"1,185.91",457.883,31.274308,-83.231906,Berrien<br>GA<br>13019
398,GA,13021,Bibb,Macon,"155,547",646.88,249.762,14.514,5.604,661.394,255.366,32.808844,-83.694193,Bibb<br>GA<br>13021
399,GA,13023,Bleckley,Cochran,"13,063",559.1,215.87,8.447,3.262,567.548,219.132,32.435403,-83.331717,Bleckley<br>GA<br>13023
400,GA,13025,Brantley,Nahunta,"18,411","1,145.71",442.362,12.536,4.84,"1,158.25",447.202,31.197334,-81.982978,Brantley<br>GA<br>13025
401,GA,13027,Brooks,Quitman,"16,243","1,276.98",493.046,12.315,4.755,"1,289.30",497.801,30.833696,-83.588971,Brooks<br>GA<br>13027
402,GA,13029,Bryan,Pembroke,"30,233","1,129.15",435.967,47.887,18.489,"1,177.04",454.456,32.017969,-81.438543,Bryan<br>GA<br>13029
403,GA,13031,Bulloch,Statesboro,"70,217","1,742.57",672.809,40.963,15.816,"1,783.53",688.625,32.393408,-81.74381,Bulloch<br>GA<br>13031
404,GA,13033,Burke,Waynesboro,"23,316","2,141.84",826.968,20.759,8.015,"2,162.60",834.983,33.063737,-82.00389,Burke<br>GA<br>13033
405,GA,13035,Butts,Jackson,"23,655",477.576,184.393,9.448,3.648,487.024,188.041,33.290355,-83.958221,Butts<br>GA<br>13035
406,GA,13037,Calhoun,Morgan,"6,694",726.147,280.367,8.316,3.211,734.463,283.578,31.521279,-84.62629,Calhoun<br>GA<br>13037
407,GA,13039,Camden,Woodbine,"50,513","1,587.73",613.025,437.293,168.84,"2,025.02",781.865,30.916358,-81.636516,Camden<br>GA<br>13039
408,GA,13043,Candler,Metter,"10,998",629.481,243.044,15.058,5.814,644.539,248.858,32.403986,-82.071446,Candler<br>GA<br>13043
409,GA,13045,Carroll,Carrollton,"110,527","1,292.60",499.076,12.328,4.76,"1,304.93",503.836,33.582237,-85.080527,Carroll<br>GA<br>13045
410,GA,13047,Catoosa,Ringgold,"63,942",419.991,162.159,0.78,0.301,420.771,162.46,34.899393,-85.137353,Catoosa<br>GA<br>13047
411,GA,13049,Charlton,Folkston,"12,171","2,003.55",773.576,22.786,8.798,"2,026.34",782.374,30.779904,-82.139644,Charlton<br>GA<br>13049
412,GA,13051,Chatham,Savannah,"265,128","1,104.47",426.437,533.086,205.826,"1,637.55",632.263,31.974756,-81.091768,Chatham<br>GA<br>13051
413,GA,13053,Chattahoochee,Cusseta,"11,267",644.224,248.736,6.293,2.43,650.516,251.166,32.347445,-84.788021,Chattahoochee<br>GA<br>13053
414,GA,13055,Chattooga,Summerville,"26,015",811.542,313.338,0.571,0.22,812.113,313.558,34.474179,-85.345289,Chattooga<br>GA<br>13055
415,GA,13057,Cherokee,Canton,"214,346","1,092.13",421.674,32.975,12.732,"1,125.10",434.406,34.244317,-84.475057,Cherokee<br>GA<br>13057
416,GA,13059,Clarke,Athens,"116,714",308.728,119.2,4.752,1.835,313.48,121.035,33.952234,-83.36713,Clarke<br>GA<br>13059
417,GA,13061,Clay,Fort Gaines,"3,183",506.036,195.381,56.599,21.853,562.635,217.234,31.619831,-84.992583,Clay<br>GA<br>13061
418,GA,13063,Clayton,Jonesboro,"259,424",366.664,141.57,7.153,2.762,373.817,144.332,33.552242,-84.412977,Clayton<br>GA<br>13063
419,GA,13065,Clinch,Homerville,"6,798","2,072.57",800.222,61.566,23.771,"2,134.13",823.993,30.917653,-82.702614,Clinch<br>GA<br>13065
420,GA,13067,Cobb,Marietta,"688,078",879.428,339.549,12.868,4.969,892.297,344.518,33.93994,-84.574166,Cobb<br>GA<br>13067
421,GA,13069,Coffee,Douglas,"42,356","1,489.50",575.097,71.362,27.553,"1,560.86",602.65,31.549245,-82.844938,Coffee<br>GA<br>13069
422,GA,13071,Colquitt,Moultrie,"45,498","1,409.35",544.153,32.338,12.486,"1,441.69",556.639,31.189758,-83.769741,Colquitt<br>GA<br>13071
423,GA,13073,Columbia,Appling,"124,053",751.329,290.09,45.363,17.515,796.692,307.605,33.550556,-82.251342,Columbia<br>GA<br>13073
424,GA,13075,Cook,Adel,"17,212",588.346,227.162,15.647,6.041,603.993,233.203,31.152935,-83.429552,Cook<br>GA<br>13075
425,GA,13077,Coweta,Newnan,"127,317","1,141.91",440.892,12.755,4.925,"1,154.66",445.817,33.352897,-84.762138,Coweta<br>GA<br>13077
426,GA,13079,Crawford,Knoxville,"12,630",841.456,324.888,4.055,1.565,845.511,326.453,32.709446,-83.979182,Crawford<br>GA<br>13079
427,GA,13081,Crisp,Cordele,"23,439",705.988,272.583,21.672,8.368,727.66,280.951,31.914753,-83.753338,Crisp<br>GA<br>13081
428,GA,13083,Dade,Trenton,"16,633",450.609,173.981,0.463,0.179,451.073,174.16,34.852424,-85.506201,Dade<br>GA<br>13083
429,GA,13085,Dawson,Dawsonville,"22,330",546.046,210.83,9.269,3.579,555.315,214.409,34.442842,-84.173284,Dawson<br>GA<br>13085
430,GA,13087,Decatur,Bainbridge,"27,842","1,546.59",597.14,67.413,26.028,"1,614.00",623.168,30.877961,-84.577744,Decatur<br>GA<br>13087
431,GA,13089,DeKalb,Decatur,"691,893",693.034,267.582,9.22,3.56,702.254,271.142,33.770661,-84.226343,DeKalb<br>GA<br>13089
432,GA,13091,Dodge,Eastman,"21,796","1,284.35",495.89,18.709,7.224,"1,303.06",503.114,32.160656,-83.156818,Dodge<br>GA<br>13091
433,GA,13093,Dooly,Vienna,"14,918","1,015.12",391.94,13.841,5.344,"1,028.96",397.284,32.151995,-83.807167,Dooly<br>GA<br>13093
434,GA,13095,Dougherty,Albany,"94,565",851.299,328.689,15.395,5.944,866.694,334.633,31.535068,-84.214444,Dougherty<br>GA<br>13095
435,GA,13097,Douglas,Douglasville,"132,403",518.171,200.067,2.484,0.959,520.655,201.026,33.699317,-84.765944,Douglas<br>GA<br>13097
436,GA,13099,Early,Blakely,"11,008","1,327.61",512.594,9.717,3.752,"1,337.33",516.346,31.324191,-84.906723,Early<br>GA<br>13099
437,GA,13101,Echols,Statenville,"4,034","1,074.57",414.894,15.087,5.825,"1,089.66",420.719,30.7085,-82.836132,Echols<br>GA<br>13101
438,GA,13103,Effingham,Springfield,"52,250","1,237.24",477.7,13.548,5.231,"1,250.78",482.931,32.361711,-81.343337,Effingham<br>GA<br>13103
439,GA,13105,Elbert,Elberton,"20,166",909.229,351.055,59.987,23.161,969.216,374.216,34.115017,-82.842057,Elbert<br>GA<br>13105
440,GA,13107,Emanuel,Swainsboro,"22,598","1,762.76",680.604,24.807,9.578,"1,787.56",690.182,32.5911,-82.299763,Emanuel<br>GA<br>13107
441,GA,13109,Evans,Claxton,"11,000",473.586,182.853,10.404,4.017,483.99,186.87,32.151902,-81.887618,Evans<br>GA<br>13109
442,GA,13111,Fannin,Blue Ridge,"23,682","1,001.61",386.723,13.564,5.237,"1,015.17",391.96,34.863837,-84.319287,Fannin<br>GA<br>13111
443,GA,13113,Fayette,Fayetteville,"106,567",503.344,194.342,12.897,4.979,516.241,199.321,33.412717,-84.493941,Fayette<br>GA<br>13113
444,GA,13115,Floyd,Rome,"96,317","1,320.66",509.911,22.156,8.555,"1,342.82",518.466,34.263677,-85.21373,Floyd<br>GA<br>13115
445,GA,13117,Forsyth,Cumming,"175,511",580.211,224.021,59.947,23.145,640.157,247.166,34.225143,-84.127336,Forsyth<br>GA<br>13117
446,GA,13119,Franklin,Carnesville,"22,084",677.273,261.497,12.832,4.955,690.105,266.452,34.375155,-83.227291,Franklin<br>GA<br>13119
447,GA,13121,Fulton,Atlanta,"920,581","1,363.98",526.635,19.917,7.69,"1,383.90",534.325,33.790034,-84.468182,Fulton<br>GA<br>13121
448,GA,13123,Gilmer,Ellijay,"28,292","1,104.73",426.54,12.19,4.706,"1,116.92",431.246,34.690541,-84.453984,Gilmer<br>GA<br>13123
449,GA,13125,Glascock,Gibson,"3,082",372.284,143.74,1.848,0.713,374.132,144.453,33.227491,-82.606913,Glascock<br>GA<br>13125
450,GA,13127,Glynn,Brunswick,"79,626","1,087.16",419.753,428.63,165.495,"1,515.79",585.248,31.212747,-81.496517,Glynn<br>GA<br>13127
451,GA,13129,Gordon,Calhoun,"55,186",921.539,355.808,5.788,2.235,927.327,358.043,34.509667,-84.873862,Gordon<br>GA<br>13129
452,GA,13131,Grady,Cairo,"25,011","1,177.22",454.527,14.859,5.737,"1,192.08",460.264,30.875863,-84.244772,Grady<br>GA<br>13131
453,GA,13133,Greene,Greensboro,"15,994","1,003.45",387.435,48.628,18.775,"1,052.08",406.21,33.576836,-83.167103,Greene<br>GA<br>13133
454,GA,13135,Gwinnett,Lawrenceville,"805,321","1,114.69",430.383,16.556,6.392,"1,131.24",436.775,33.959101,-84.022938,Gwinnett<br>GA<br>13135
455,GA,13137,Habersham,Clarkesville,"43,041",716.752,276.74,5.92,2.286,722.672,279.026,34.635108,-83.526406,Habersham<br>GA<br>13137
456,GA,13139,Hall,Gainesville,"179,684","1,017.30",392.782,94.568,36.513,"1,111.87",429.295,34.317588,-83.818497,Hall<br>GA<br>13139
457,GA,13141,Hancock,Sparta,"9,429","1,222.06",471.841,17.715,6.84,"1,239.78",478.681,33.26922,-83.000465,Hancock<br>GA<br>13141
458,GA,13143,Haralson,Buchanan,"28,780",730.804,282.165,2.616,1.01,733.42,283.175,33.795165,-85.220062,Haralson<br>GA<br>13143
459,GA,13145,Harris,Hamilton,"32,024","1,201.41",463.869,23.536,9.087,"1,224.95",472.956,32.731549,-84.912432,Harris<br>GA<br>13145
460,GA,13147,Hart,Hartwell,"25,213",601.897,232.394,63.595,24.554,665.492,256.948,34.348733,-82.96329,Hart<br>GA<br>13147
461,GA,13149,Heard,Franklin,"11,834",766.715,296.03,13.116,5.064,779.831,301.094,33.290968,-85.139594,Heard<br>GA<br>13149
462,GA,13151,Henry,McDonough,"203,922",834.305,322.127,11.448,4.42,845.752,326.547,33.452881,-84.15444,Henry<br>GA<br>13151
463,GA,13153,Houston,Perry,"139,900",972.646,375.541,11.345,4.38,983.991,379.921,32.458381,-83.662856,Houston<br>GA<br>13153
464,GA,13155,Irwin,Ocilla,"9,538",917.744,354.343,21.808,8.42,939.551,362.763,31.604306,-83.277037,Irwin<br>GA<br>13155
465,GA,13157,Jackson,Jefferson,"60,485",879.723,339.663,8.9,3.436,888.623,343.099,34.134157,-83.565133,Jackson<br>GA<br>13157
466,GA,13159,Jasper,Monticello,"13,900",953.543,368.165,13.726,5.3,967.269,373.465,33.314905,-83.687892,Jasper<br>GA<br>13159
467,GA,13161,Jeff Davis,Hazlehurst,"15,068",856.613,330.74,12.064,4.658,868.677,335.398,31.811615,-82.636825,Jeff Davis<br>GA<br>13161
468,GA,13163,Jefferson,Louisville,"16,930","1,363.59",526.485,8.242,3.182,"1,371.83",529.667,33.051874,-82.41905,Jefferson<br>GA<br>13163
469,GA,13165,Jenkins,Millen,"8,340",899.449,347.279,13.452,5.194,912.901,352.473,32.794563,-81.971524,Jenkins<br>GA<br>13165
470,GA,13167,Johnson,Wrightsville,"9,980",784.793,303.01,9.279,3.582,794.072,306.592,32.689831,-82.661354,Johnson<br>GA<br>13167
471,GA,13169,Jones,Gray,"28,669","1,020.28",393.933,3.843,1.484,"1,024.12",395.417,33.020226,-83.562339,Jones<br>GA<br>13169
472,GA,13171,Lamar,Barnesville,"18,317",475.263,183.5,6.046,2.334,481.309,185.834,33.07446,-84.146721,Lamar<br>GA<br>13171
473,GA,13173,Lanier,Lakeland,"10,078",479.824,185.261,37.625,14.527,517.45,199.788,31.038197,-83.063164,Lanier<br>GA<br>13173
474,GA,13175,Laurens,Dublin,"48,434","2,090.89",807.296,28.942,11.175,"2,119.83",818.471,32.39322,-82.926317,Laurens<br>GA<br>13175
475,GA,13177,Lee,Leesburg,"28,298",921.476,355.784,15.408,5.949,936.884,361.733,31.818419,-84.146681,Lee<br>GA<br>13177
476,GA,13179,Liberty,Hinesville,"63,453","1,268.58",489.801,291.96,112.726,"1,560.54",602.527,31.807245,-81.457969,Liberty<br>GA<br>13179
477,GA,13181,Lincoln,Lincolnton,"7,996",544.881,210.38,121.517,46.918,666.398,257.298,33.792151,-82.448299,Lincoln<br>GA<br>13181
478,GA,13183,Long,Ludowici,"14,464","1,036.76",400.293,9.116,3.52,"1,045.87",403.813,31.749563,-81.74287,Long<br>GA<br>13183
479,GA,13185,Lowndes,Valdosta,"109,233","1,284.81",496.066,37.579,14.509,"1,322.38",510.575,30.83368,-83.268967,Lowndes<br>GA<br>13185
480,GA,13187,Lumpkin,Dahlonega,"29,966",732.793,282.933,3.273,1.264,736.066,284.197,34.568149,-83.998828,Lumpkin<br>GA<br>13187
481,GA,13189,McDuffie,Thomson,"21,875",666.82,257.461,23.121,8.927,689.941,266.388,33.482464,-82.473188,McDuffie<br>GA<br>13189
482,GA,13191,McIntosh,Darien,"14,333","1,098.93",424.299,387.448,149.594,"1,486.38",573.893,31.482978,-81.370199,McIntosh<br>GA<br>13191
483,GA,13193,Macon,Oglethorpe,"14,740","1,037.65",400.641,13.859,5.351,"1,051.51",405.992,32.366216,-84.052162,Macon<br>GA<br>13193
484,GA,13195,Madison,Danielsville,"28,120",731.182,282.311,8.487,3.277,739.669,285.588,34.128486,-83.203637,Madison<br>GA<br>13195
485,GA,13197,Marion,Buena Vista,"8,742",947.944,366.003,3.825,1.477,951.77,367.48,32.359538,-84.529561,Marion<br>GA<br>13197
486,GA,13199,Meriwether,Greenville,"21,992","1,298.16",501.223,10.834,4.183,"1,309.00",505.406,33.03022,-84.663279,Meriwether<br>GA<br>13199
487,GA,13201,Miller,Colquitt,"6,125",731.467,282.421,3.216,1.242,734.683,283.663,31.162908,-84.730386,Miller<br>GA<br>13201
488,GA,13205,Mitchell,Camilla,"23,498","1,326.29",512.085,4.504,1.739,"1,330.80",513.824,31.22894,-84.192407,Mitchell<br>GA<br>13205
489,GA,13207,Monroe,Forsyth,"26,424","1,024.75",395.658,5.575,2.153,"1,030.33",397.811,33.017435,-83.922938,Monroe<br>GA<br>13207
490,GA,13209,Montgomery,Mount Vernon,"9,123",620.363,239.523,13.389,5.169,633.752,244.692,32.172108,-82.533349,Montgomery<br>GA<br>13209
491,GA,13211,Morgan,Madison,"17,868",899.631,347.349,18.832,7.271,918.463,354.62,33.593732,-83.492324,Morgan<br>GA<br>13211
492,GA,13213,Murray,Chatsworth,"39,628",892.164,344.466,5.688,2.196,897.852,346.662,34.797097,-84.73799,Murray<br>GA<br>13213
493,GA,13215,Muscogee,Columbus,"189,885",560.435,216.385,11.969,4.621,572.404,221.006,32.510197,-84.874946,Muscogee<br>GA<br>13215
494,GA,13217,Newton,Covington,"99,958",704.895,272.161,18.225,7.037,723.119,279.198,33.544046,-83.855189,Newton<br>GA<br>13217
495,GA,13219,Oconee,Watkinsville,"32,808",477.308,184.29,5.393,2.082,482.701,186.372,33.834125,-83.437728,Oconee<br>GA<br>13219
496,GA,13221,Oglethorpe,Lexington,"14,899","1,137.04",439.012,7.839,3.027,"1,144.87",442.039,33.866806,-83.074081,Oglethorpe<br>GA<br>13221
497,GA,13223,Paulding,Dallas,"142,324",808.643,312.219,5.498,2.123,814.141,314.342,33.920903,-84.866979,Paulding<br>GA<br>13223
498,GA,13225,Peach,Fort Valley,"27,695",389.191,150.267,2.676,1.033,391.867,151.3,32.571324,-83.831978,Peach<br>GA<br>13225
499,GA,13227,Pickens,Jasper,"29,431",601.026,232.057,1.696,0.655,602.722,232.712,34.456621,-84.490256,Pickens<br>GA<br>13227
500,GA,13229,Pierce,Blackshear,"18,758",819.715,316.494,69.246,26.736,888.961,343.23,31.353988,-82.210427,Pierce<br>GA<br>13229
501,GA,13231,Pike,Zebulon,"17,869",559.659,216.086,8.597,3.319,568.256,219.405,33.090769,-84.386627,Pike<br>GA<br>13231
502,GA,13233,Polk,Cedartown,"41,475",803.755,310.331,4.686,1.809,808.441,312.14,33.995961,-85.186826,Polk<br>GA<br>13233
503,GA,13235,Pulaski,Hawkinsville,"12,010",644.987,249.031,5.635,2.176,650.622,251.207,32.238794,-83.481855,Pulaski<br>GA<br>13235
504,GA,13237,Putnam,Eatonton,"21,218",892.611,344.639,41.563,16.048,934.174,360.687,33.321061,-83.37179,Putnam<br>GA<br>13237
505,GA,13239,Quitman,Georgetown,"2,513",391.703,151.237,24.158,9.328,415.861,160.565,31.861487,-85.009317,Quitman<br>GA<br>13239
506,GA,13241,Rabun,Clayton,"16,276",958.277,369.993,17.845,6.89,976.122,376.883,34.883026,-83.404735,Rabun<br>GA<br>13241
507,GA,13243,Randolph,Cuthbert,"7,719","1,109.13",428.236,6.83,2.637,"1,115.96",430.873,31.762651,-84.752311,Randolph<br>GA<br>13243
508,GA,13245,Richmond,Augusta,"200,549",840,324.326,11.047,4.265,851.047,328.591,33.361487,-82.074998,Richmond<br>GA<br>13245
509,GA,13247,Rockdale,Conyers,"85,215",336.162,129.793,5.97,2.305,342.132,132.098,33.652081,-84.02637,Rockdale<br>GA<br>13247
510,GA,13249,Schley,Ellaville,"5,010",432.284,166.906,2.376,0.918,434.66,167.824,32.263441,-84.322724,Schley<br>GA<br>13249
511,GA,13251,Screven,Sylvania,"14,593","1,670.80",645.101,27.889,10.768,"1,698.69",655.869,32.744751,-81.617585,Screven<br>GA<br>13251
512,GA,13253,Seminole,Donalsonville,"8,729",609.233,235.226,55.244,21.33,664.477,256.556,30.933894,-84.867592,Seminole<br>GA<br>13253
513,GA,13255,Spalding,Griffin,"64,073",508.852,196.469,8.085,3.122,516.937,199.591,33.262389,-84.286067,Spalding<br>GA<br>13255
514,GA,13257,Stephens,Toccoa,"26,175",463.948,179.131,13.122,5.066,477.07,184.197,34.552914,-83.290216,Stephens<br>GA<br>13257
515,GA,13259,Stewart,Lumpkin,"6,058","1,188.11",458.733,12.637,4.879,"1,200.75",463.612,32.073225,-84.834912,Stewart<br>GA<br>13259
516,GA,13261,Sumter,Americus,"32,819","1,250.18",482.697,25.788,9.957,"1,275.97",492.654,32.042203,-84.204283,Sumter<br>GA<br>13261
517,GA,13263,Talbot,Talbotton,"6,865","1,013.69",391.389,8.737,3.373,"1,022.43",394.762,32.704603,-84.530029,Talbot<br>GA<br>13263
518,GA,13265,Taliaferro,Crawfordville,"1,717",504.032,194.608,1.916,0.74,505.947,195.348,33.559314,-82.875208,Taliaferro<br>GA<br>13265
519,GA,13267,Tattnall,Reidsville,"25,520","1,241.65",479.403,23.169,8.946,"1,264.82",488.349,32.043768,-82.059208,Tattnall<br>GA<br>13267
520,GA,13269,Taylor,Butler,"8,906",975.612,376.686,7.804,3.013,983.416,379.699,32.554667,-84.251426,Taylor<br>GA<br>13269
521,GA,13271,Telfair,McRae,"16,500","1,132.61",437.303,17.367,6.705,"1,149.98",444.008,31.913639,-82.931062,Telfair<br>GA<br>13271
522,GA,13273,Terrell,Dawson,"9,315",868.784,335.439,5.863,2.264,874.647,337.703,31.777191,-84.439446,Terrell<br>GA<br>13273
523,GA,13275,Thomas,Thomasville,"44,720","1,410.50",544.596,19.742,7.623,"1,430.24",552.219,30.864616,-83.919783,Thomas<br>GA<br>13275
