Sort,State,FIPS,County,CountySeat(s),Population(2010),LandAreakm2,LandAreami2,WaterAreakm2,WaterAreami2,TotalAreakm2,TotalAreami2,Latitude,Longitude,Hover
2002,ND,38023,Divide,Crosby,"2,071","3,265.42","1,260.79",86.618,33.443,"3,352.04","1,294.23",48.818142,-103.497653,Divide<br>ND<br>38023
2003,ND,38025,Dunn,Manning,"3,536","5,201.89","2,008.46",190.579,73.583,"5,392.47","2,082.04",47.35461,-102.612365,Dunn<br>ND<br>38025
2004,ND,38027,Eddy,New Rockford,"2,385","1,632.13",630.171,36.114,13.944,"1,668.25",644.115,47.723436,-98.900475,Eddy<br>ND<br>38027
2005,ND,38029,Emmons,Linton,"3,550","3,912.01","1,510.44",115.481,44.587,"4,027.49","1,555.02",46.284255,-100.237842,Emmons<br>ND<br>38029
2006,ND,38031,Foster,Carrington,"3,343","1,645.82",635.453,29.451,11.371,"1,675.27",646.824,47.464327,-98.872817,Foster<br>ND<br>38031
2007,ND,38033,Golden Valley,Beach,"1,680","2,592.02","1,000.79",4.148,1.601,"2,596.17","1,002.39",46.938924,-103.844612,Golden Valley<br>ND<br>38033
2008,ND,38035,Grand Forks,Grand Forks,"66,861","3,720.20","1,436.38",8.098,3.127,"3,728.30","1,439.50",47.926003,-97.450851,Grand Forks<br>ND<br>38035
2009,ND,38037,Grant,Carson,"2,394","4,297.15","1,659.14",17.563,6.781,"4,314.71","1,665.92",46.357827,-101.639049,Grant<br>ND<br>38037
2010,ND,38039,Griggs,Cooperstown,"2,420","1,835.82",708.815,19.759,7.629,"1,855.58",716.444,47.463463,-98.232444,Griggs<br>ND<br>38039
2011,ND,38041,Hettinger,Mott,"2,477","2,932.44","1,132.22",4.037,1.559,"2,936.48","1,133.78",46.434939,-102.458385,Hettinger<br>ND<br>38041
2012,ND,38043,Kidder,Steele,"2,435","3,499.56","1,351.19",211.662,81.723,"3,711.23","1,432.91",46.935385,-99.742727,Kidder<br>ND<br>38043
2013,ND,38045,LaMoure,La Moure,"4,139","2,967.98","1,145.94",12.813,4.947,"2,980.79","1,150.89",46.464195,-98.526057,LaMoure<br>ND<br>38045
2014,ND,38047,Logan,Napoleon,"1,990","2,571.39",992.818,47.716,18.423,"2,619.10","1,011.24",46.469278,-99.504585,Logan<br>ND<br>38047
2015,ND,38049,McHenry,Towner,"5,395","4,853.52","1,873.95",97.355,37.589,"4,950.87","1,911.54",48.233842,-100.633267,McHenry<br>ND<br>38049
2016,ND,38051,McIntosh,Ashley,"2,809","2,524.55",974.733,51.818,20.007,"2,576.36",994.74,46.117034,-99.443041,McIntosh<br>ND<br>38051
2017,ND,38053,McKenzie,Watford City,"6,360","7,149.20","2,760.32",260.17,100.452,"7,409.37","2,860.78",47.742475,-103.403215,McKenzie<br>ND<br>38053
2018,ND,38055,McLean,Washburn,"8,962","5,467.14","2,110.88",562.392,217.141,"6,029.54","2,328.02",47.653055,-101.421794,McLean<br>ND<br>38055
2019,ND,38057,Mercer,Stanton,"8,424","2,701.25","1,042.96",180.092,69.534,"2,881.34","1,112.49",47.303279,-101.820765,Mercer<br>ND<br>38057
2020,ND,38059,Morton,Mandan,"27,471","4,989.02","1,926.27",49.667,19.176,"5,038.68","1,945.45",46.713789,-101.279743,Morton<br>ND<br>38059
2021,ND,38061,Mountrail,Stanley,"7,673","4,727.50","1,825.30",301.14,116.271,"5,028.64","1,941.57",48.210291,-102.364756,Mountrail<br>ND<br>38061
2022,ND,38063,Nelson,Lakota,"3,126","2,542.79",981.775,70.037,27.041,"2,612.82","1,008.82",47.918667,-98.204428,Nelson<br>ND<br>38063
2023,ND,38065,Oliver,Center,"1,846","1,871.29",722.511,22.476,8.678,"1,893.77",731.189,47.118079,-101.33142,Oliver<br>ND<br>38065
2024,ND,38067,Pembina,Cavalier,"7,413","2,897.40","1,118.69",6.996,2.701,"2,904.40","1,121.40",48.766896,-97.545405,Pembina<br>ND<br>38067
2025,ND,38069,Pierce,Rugby,"4,357","2,638.16","1,018.60",165.071,63.734,"2,803.23","1,082.33",48.238883,-99.966497,Pierce<br>ND<br>38069
2026,ND,38071,Ramsey,Devils Lake,"11,451","3,073.94","1,186.85",295.416,114.061,"3,369.35","1,300.92",48.265551,-98.737329,Ramsey<br>ND<br>38071
2027,ND,38073,Ransom,Lisbon,"5,457","2,233.49",862.357,3.581,1.383,"2,237.08",863.74,46.449276,-97.647554,Ransom<br>ND<br>38073
2028,ND,38075,Renville,Mohall,"2,470","2,271.56",877.053,40.648,15.694,"2,312.21",892.747,48.712782,-101.658152,Renville<br>ND<br>38075
2029,ND,38077,Richland,Wahpeton,"16,321","3,718.65","1,435.78",25.036,9.666,"3,743.69","1,445.45",46.265219,-96.93796,Richland<br>ND<br>38077
2030,ND,38079,Rolette,Rolla,"13,937","2,338.96",903.079,93.919,36.262,"2,432.88",939.341,48.768272,-99.840463,Rolette<br>ND<br>38079
2031,ND,38081,Sargent,Forman,"3,829","2,223.54",858.513,21.72,8.386,"2,245.26",866.899,46.108206,-97.63003,Sargent<br>ND<br>38081
2032,ND,38083,Sheridan,McClusky,"1,321","2,518.45",972.379,86.143,33.26,"2,604.59","1,005.64",47.581373,-100.341499,Sheridan<br>ND<br>38083
2033,ND,38085,Sioux,Fort Yates,"4,153","2,833.69","1,094.09",88.45,34.151,"2,922.14","1,128.25",46.109282,-101.047525,Sioux<br>ND<br>38085
2034,ND,38087,Slope,Amidon,727,"3,146.63","1,214.92",10.978,4.239,"3,157.61","1,219.16",46.445834,-103.462462,Slope<br>ND<br>38087
2035,ND,38089,Stark,Dickinson,"24,199","3,456.95","1,334.74",14.136,5.458,"3,471.08","1,340.19",46.817031,-102.662026,Stark<br>ND<br>38089
2036,ND,38091,Steele,Finley,"1,975","1,844.63",712.215,8.414,3.249,"1,853.04",715.464,47.458288,-97.718895,Steele<br>ND<br>38091
2037,ND,38093,Stutsman,Jamestown,"21,100","5,754.24","2,221.72",197.315,76.184,"5,951.56","2,297.91",46.971103,-98.957592,Stutsman<br>ND<br>38093
2038,ND,38095,Towner,Cando,"2,246","2,653.60","1,024.56",43.819,16.919,"2,697.42","1,041.48",48.682183,-99.248158,Towner<br>ND<br>38095
2039,ND,38097,Traill,Hillsboro,"8,121","2,232.44",861.949,1.462,0.565,"2,233.90",862.514,47.446215,-97.164754,Traill<br>ND<br>38097
2040,ND,38099,Walsh,Grafton,"11,119","3,320.19","1,281.93",31.504,12.164,"3,351.69","1,294.10",48.376979,-97.72223,Walsh<br>ND<br>38099
2041,ND,38101,Ward,Minot,"61,675","5,214.37","2,013.28",110.542,42.68,"5,324.91","2,055.96",48.216686,-101.540537,Ward<br>ND<br>38101
2042,ND,38103,Wells,Fessenden,"4,207","3,292.00","1,271.05",50.053,19.326,"3,342.05","1,290.37",47.580851,-99.671502,Wells<br>ND<br>38103
2043,ND,38105,Williams,Williston,"22,398","5,380.45","2,077.40",182.523,70.472,"5,562.97","2,147.87",48.345867,-103.4874,Williams<br>ND<br>38105
2044,OH,39001,Adams,West Union,"28,550","1,512.21",583.867,6.166,2.381,"1,518.38",586.248,38.841681,-83.474173,Adams<br>OH<br>39001
2045,OH,39003,Allen,Lima,"106,331","1,042.46",402.496,11.275,4.353,"1,053.73",406.849,40.771528,-84.106546,Allen<br>OH<br>39003
2046,OH,39005,Ashland,Ashland,"53,139","1,095.44",422.95,9.969,3.849,"1,105.40",426.799,40.843274,-82.270121,Ashland<br>OH<br>39005
2047,OH,39007,Ashtabula,Jefferson,"101,497","1,817.99",701.931,"1,724.86",665.971,"3,542.85","1,367.90",41.906644,-80.745641,Ashtabula<br>OH<br>39007
2048,OH,39009,Athens,Athens,"64,757","1,304.31",503.598,12.543,4.843,"1,316.86",508.441,39.333848,-82.046008,Athens<br>OH<br>39009
2049,OH,39011,Auglaize,Wapakoneta,"45,949","1,039.59",401.386,1.345,0.519,"1,040.93",401.905,40.561309,-84.224018,Auglaize<br>OH<br>39011
2050,OH,39013,Belmont,St. Clairsville,"70,400","1,378.21",532.129,23.686,9.145,"1,401.89",541.274,40.017682,-80.967727,Belmont<br>OH<br>39013
2051,OH,39015,Brown,Georgetown,"44,846","1,269.14",490.016,8.898,3.436,"1,278.03",493.452,38.931377,-83.866772,Brown<br>OH<br>39015
2052,OH,39017,Butler,Hamilton,"368,130","1,209.67",467.056,7.968,3.077,"1,217.64",470.133,39.439915,-84.565397,Butler<br>OH<br>39017
2053,OH,39019,Carroll,Carrollton,"28,836","1,022.03",394.609,11.193,4.322,"1,033.23",398.931,40.579884,-81.090787,Carroll<br>OH<br>39019
2054,OH,39021,Champaign,Urbana,"40,097","1,110.25",428.669,3.016,1.164,"1,113.26",429.833,40.132759,-83.767543,Champaign<br>OH<br>39021
2055,OH,39023,Clark,Springfield,"138,333","1,029.45",397.473,13.089,5.054,"1,042.54",402.527,39.917032,-83.783676,Clark<br>OH<br>39023
2056,OH,39025,Clermont,Batavia,"197,363","1,170.93",452.1,19.856,7.666,"1,190.79",459.766,39.052084,-84.149614,Clermont<br>OH<br>39025
2057,OH,39027,Clinton,Wilmington,"42,040","1,058.49",408.684,9.351,3.61,"1,067.84",412.294,39.414041,-83.814542,Clinton<br>OH<br>39027
2058,OH,39029,Columbiana,Lisbon,"107,841","1,377.60",531.893,7.24,2.795,"1,384.84",534.688,40.768462,-80.777231,Columbiana<br>OH<br>39029
2059,OH,39031,Coshocton,Coshocton,"36,901","1,460.53",563.913,9.245,3.569,"1,469.77",567.482,40.29672,-81.930112,Coshocton<br>OH<br>39031
2060,OH,39033,Crawford,Bucyrus,"43,784","1,040.62",401.786,2.359,0.911,"1,042.98",402.697,40.848508,-82.924771,Crawford<br>OH<br>39033
2061,OH,39035,Cuyahoga,Cleveland,"1,280,122","1,184.12",457.191,"2,041.94",788.396,"3,226.06","1,245.59",41.760392,-81.724217,Cuyahoga<br>OH<br>39035
2062,OH,39037,Darke,Greenville,"52,959","1,549.07",598.1,4.291,1.657,"1,553.36",599.757,40.132176,-84.620438,Darke<br>OH<br>39037
2063,OH,39039,Defiance,Defiance,"39,037","1,065.68",411.46,7.069,2.73,"1,072.75",414.19,41.321679,-84.486433,Defiance<br>OH<br>39039
2064,OH,39041,Delaware,Delaware,"174,214","1,147.62",443.098,36.859,14.231,"1,184.48",457.329,40.278941,-83.007462,Delaware<br>OH<br>39041
2065,OH,39043,Erie,Sandusky,"77,079",651.532,251.558,969.767,374.429,"1,621.30",625.987,41.554006,-82.525897,Erie<br>OH<br>39043
2066,OH,39045,Fairfield,Lancaster,"146,156","1,306.42",504.411,10.75,4.15,"1,317.17",508.561,39.752935,-82.628276,Fairfield<br>OH<br>39045
2067,OH,39047,Fayette,Washington Court House,"29,030","1,052.46",406.357,1.705,0.658,"1,054.16",407.015,39.553845,-83.459327,Fayette<br>OH<br>39047
2068,OH,39049,Franklin,Columbus,"1,163,414","1,378.36",532.188,29.319,11.32,"1,407.68",543.508,39.969447,-83.008258,Franklin<br>OH<br>39049
2069,OH,39051,Fulton,Wauseon,"42,698","1,050.09",405.443,4.621,1.784,"1,054.71",407.227,41.597264,-84.124267,Fulton<br>OH<br>39051
2070,OH,39053,Gallia,Gallipolis,"30,934","1,208.31",466.53,12.085,4.666,"1,220.39",471.196,38.817046,-82.301746,Gallia<br>OH<br>39053
2071,OH,39055,Geauga,Chardon,"93,389","1,036.42",400.164,21.055,8.129,"1,057.48",408.293,41.499322,-81.173505,Geauga<br>OH<br>39055
2072,OH,39057,Greene,Xenia,"161,573","1,071.55",413.729,6.542,2.526,"1,078.10",416.255,39.687479,-83.894894,Greene<br>OH<br>39057
2073,OH,39059,Guernsey,Cambridge,"40,087","1,352.63",522.254,15.666,6.049,"1,368.30",528.303,40.056665,-81.497875,Guernsey<br>OH<br>39059
2074,OH,39061,Hamilton,Cincinnati,"802,374","1,051.30",405.91,17.407,6.721,"1,068.71",412.631,39.196927,-84.544187,Hamilton<br>OH<br>39061
2075,OH,39063,Hancock,Findlay,"74,782","1,376.21",531.358,5.96,2.301,"1,382.17",533.659,41.000471,-83.666034,Hancock<br>OH<br>39063
2076,OH,39065,Hardin,Kenton,"32,058","1,218.34",470.405,0.63,0.243,"1,218.97",470.648,40.660415,-83.664077,Hardin<br>OH<br>39065
2077,OH,39067,Harrison,Cadiz,"15,864","1,042.05",402.339,21.829,8.428,"1,063.88",410.767,40.292318,-81.091565,Harrison<br>OH<br>39067
2078,OH,39069,Henry,Napoleon,"28,215","1,077.46",416.01,9.688,3.74,"1,087.15",419.75,41.335072,-84.065882,Henry<br>OH<br>39069
2079,OH,39071,Highland,Hillsboro,"43,589","1,432.48",553.084,12.195,4.709,"1,444.68",557.793,39.184488,-83.603668,Highland<br>OH<br>39071
2080,OH,39073,Hocking,Logan,"29,380","1,091.22",421.323,5.97,2.305,"1,097.19",423.628,39.490343,-82.483445,Hocking<br>OH<br>39073
2081,OH,39075,Holmes,Millersburg,"42,366","1,094.36",422.533,3.745,1.446,"1,098.10",423.979,40.565309,-81.929869,Holmes<br>OH<br>39075
2082,OH,39077,Huron,Norwalk,"59,626","1,272.97",491.495,8.616,3.327,"1,281.58",494.822,41.14508,-82.594641,Huron<br>OH<br>39077
2083,OH,39079,Jackson,Jackson,"33,225","1,088.58",420.304,3.185,1.23,"1,091.77",421.534,39.013477,-82.614142,Jackson<br>OH<br>39079
2084,OH,39081,Jefferson,Steubenville,"69,709","1,057.57",408.329,6.797,2.624,"1,064.36",410.953,40.399188,-80.76141,Jefferson<br>OH<br>39081
2085,OH,39083,Knox,Mount Vernon,"60,921","1,361.02",525.494,10.719,4.139,"1,371.74",529.633,40.40362,-82.422393,Knox<br>OH<br>39083
2086,OH,39085,Lake,Painesville,"230,041",589.204,227.493,"1,946.91",751.705,"2,536.11",979.198,41.924116,-81.392643,Lake<br>OH<br>39085
2087,OH,39087,Lawrence,Ironton,"62,450","1,174.22",453.371,10.11,3.904,"1,184.34",457.275,38.603866,-82.517186,Lawrence<br>OH<br>39087
2088,OH,39089,Licking,Newark,"166,492","1,767.67",682.5,12.927,4.991,"1,780.59",687.491,40.093609,-82.481251,Licking<br>OH<br>39089
2089,OH,39091,Logan,Bellefontaine,"45,858","1,187.33",458.429,21.609,8.343,"1,208.94",466.772,40.387553,-83.766343,Logan<br>OH<br>39091
2090,OH,39093,Lorain,Elyria,"301,356","1,271.95",491.101,"1,119.47",432.23,"2,391.42",923.331,41.438805,-82.179722,Lorain<br>OH<br>39093
2091,OH,39095,Lucas,Toledo,"441,815",882.811,340.855,660.503,255.022,"1,543.31",595.877,41.682321,-83.468867,Lucas<br>OH<br>39095
2092,OH,39097,Madison,London,"43,435","1,206.61",465.875,1.955,0.755,"1,208.57",466.63,39.896607,-83.400885,Madison<br>OH<br>39097
2093,OH,39099,Mahoning,Youngstown,"238,823","1,066.10",411.623,35.386,13.663,"1,101.49",425.286,41.01088,-80.770396,Mahoning<br>OH<br>39099
2094,OH,39101,Marion,Marion,"66,501","1,045.73",403.757,0.909,0.351,"1,046.64",404.108,40.588208,-83.172927,Marion<br>OH<br>39101
2095,OH,39103,Medina,Medina,"172,332","1,091.31",421.358,4.294,1.658,"1,095.61",423.016,41.116051,-81.899566,Medina<br>OH<br>39103
2096,OH,39105,Meigs,Pomeroy,"23,770","1,113.95",430.098,7.52,2.903,"1,121.47",433.001,39.089807,-82.028397,Meigs<br>OH<br>39105
2097,OH,39107,Mercer,Celina,"40,814","1,197.74",462.449,28.427,10.976,"1,226.16",473.425,40.535333,-84.632059,Mercer<br>OH<br>39107
2098,OH,39109,Miami,Troy,"102,506","1,053.04",406.58,7.967,3.076,"1,061.00",409.656,40.053326,-84.228414,Miami<br>OH<br>39109
2099,OH,39111,Monroe,Woodsfield,"14,642","1,180.31",455.721,4.498,1.737,"1,184.81",457.458,39.725969,-81.090658,Monroe<br>OH<br>39111
2100,OH,39113,Montgomery,Dayton,"535,153","1,195.42",461.553,7.204,2.782,"1,202.62",464.335,39.755218,-84.290546,Montgomery<br>OH<br>39113
2101,OH,39115,Morgan,McConnelsville,"15,054","1,078.53",416.423,13.882,5.36,"1,092.41",421.783,39.624946,-81.861699,Morgan<br>OH<br>39115
2102,OH,39117,Morrow,Mount Gilead,"34,827","1,051.74",406.079,2.959,1.143,"1,054.70",407.222,40.525266,-82.797729,Morrow<br>OH<br>39117
2103,OH,39119,Muskingum,Zanesville,"86,074","1,721.25",664.579,20.731,8.004,"1,741.98",672.583,39.966046,-81.943506,Muskingum<br>OH<br>39119
2104,OH,39121,Noble,Caldwell,"14,645","1,030.85",398.012,16.986,6.558,"1,047.83",404.57,39.767232,-81.452604,Noble<br>OH<br>39121
2105,OH,39123,Ottawa,Port Clinton,"41,428",660.231,254.917,855.075,330.146,"1,515.31",585.063,41.544467,-83.009253,Ottawa<br>OH<br>39123
2106,OH,39125,Paulding,Paulding,"19,614","1,078.57",416.438,6.241,2.41,"1,084.81",418.848,41.119141,-84.576967,Paulding<br>OH<br>39125
2107,OH,39127,Perry,New Lexington,"36,058","1,056.64",407.971,11.695,4.515,"1,068.34",412.486,39.743187,-82.237953,Perry<br>OH<br>39127
2108,OH,39129,Pickaway,Circleville,"55,698","1,298.41",501.32,13.551,5.232,"1,311.97",506.552,39.648947,-83.052827,Pickaway<br>OH<br>39129
2109,OH,39131,Pike,Waverly,"28,709","1,140.32",440.282,9.568,3.694,"1,149.89",443.976,39.071365,-83.052921,Pike<br>OH<br>39131
2110,OH,39133,Portage,Ravenna,"161,419","1,262.31",487.381,43.208,16.683,"1,305.52",504.064,41.16864,-81.196932,Portage<br>OH<br>39133
2111,OH,39135,Preble,Eaton,"42,270","1,098.47",424.12,6.065,2.342,"1,104.53",426.462,39.737906,-84.645358,Preble<br>OH<br>39135
2112,OH,39137,Putnam,Ottawa,"34,499","1,249.73",482.522,4.605,1.778,"1,254.33",484.3,41.024533,-84.129879,Putnam<br>OH<br>39137
2113,OH,39139,Richland,Mansfield,"124,475","1,282.74",495.269,12.454,4.809,"1,295.19",500.078,40.774167,-82.542715,Richland<br>OH<br>39139
2114,OH,39141,Ross,Chillicothe,"78,064","1,784.99",689.188,9.937,3.837,"1,794.93",693.025,39.323763,-83.059585,Ross<br>OH<br>39141
2115,OH,39143,Sandusky,Fremont,"60,944","1,057.89",408.453,23.968,9.254,"1,081.86",417.707,41.355291,-83.142735,Sandusky<br>OH<br>39143
2116,OH,39145,Scioto,Portsmouth,"79,499","1,580.45",610.213,15.37,5.935,"1,595.82",616.148,38.815019,-82.999028,Scioto<br>OH<br>39145
2117,OH,39147,Seneca,Tiffin,"56,745","1,427.13",551.017,4.6,1.776,"1,431.73",552.793,41.120008,-83.127436,Seneca<br>OH<br>39147
2118,OH,39149,Shelby,Sidney,"49,423","1,055.87",407.675,7.814,3.017,"1,063.69",410.692,40.33668,-84.204143,Shelby<br>OH<br>39149
2119,OH,39151,Stark,Canton,"375,586","1,489.94",575.271,13.628,5.262,"1,503.57",580.533,40.814131,-81.365667,Stark<br>OH<br>39151
2120,OH,39153,Summit,Akron,"541,781","1,069.01",412.748,18.926,7.307,"1,087.94",420.055,41.121851,-81.534936,Summit<br>OH<br>39153
2121,OH,39155,Trumbull,Warren,"210,312","1,601.38",618.297,47.321,18.271,"1,648.70",636.568,41.308936,-80.767656,Trumbull<br>OH<br>39155
2122,OH,39157,Tuscarawas,New Philadelphia,"92,582","1,470.17",567.636,9.881,3.815,"1,480.05",571.451,40.447441,-81.471157,Tuscarawas<br>OH<br>39157
2123,OH,39159,Union,Marysville,"52,300","1,118.18",431.73,13.317,5.142,"1,131.49",436.872,40.295901,-83.367042,Union<br>OH<br>39159
2124,OH,39161,Van Wert,Van Wert,"28,744","1,059.72",409.158,3.282,1.267,"1,063.00",410.425,40.85552,-84.585775,Van Wert<br>OH<br>39161
2125,OH,39163,Vinton,McArthur,"13,435","1,068.01",412.36,6.781,2.618,"1,074.79",414.978,39.252014,-82.485961,Vinton<br>OH<br>39163
2126,OH,39165,Warren,Lebanon,"212,693","1,039.40",401.314,15.538,5.999,"1,054.94",407.313,39.425652,-84.169906,Warren<br>OH<br>39165
2127,OH,39167,Washington,Marietta,"61,778","1,636.80",631.972,20.785,8.025,"1,657.58",639.997,39.450684,-81.490653,Washington<br>OH<br>39167
2128,OH,39169,Wayne,Wooster,"114,520","1,437.26",554.929,4.89,1.888,"1,442.15",556.817,40.829661,-81.887194,Wayne<br>OH<br>39169
2129,OH,39171,Williams,Bryan,"37,642","1,090.30",420.965,5.507,2.126,"1,095.80",423.091,41.564958,-84.584323,Williams<br>OH<br>39171
2130,OH,39173,Wood,Bowling Green,"125,488","1,598.55",617.205,8.51,3.286,"1,607.06",620.491,41.360183,-83.622682,Wood<br>OH<br>39173
2131,OH,39175,Wyandot,Upper Sandusky,"22,615","1,053.78",406.865,1.784,0.689,"1,055.56",407.554,40.840122,-83.313172,Wyandot<br>OH<br>39175
2132,OK,40001,Adair,Stilwell,"22,683","1,485.30",573.477,9.262,3.576,"1,494.56",577.053,35.8975,-94.651671,Adair<br>OK<br>40001
2133,OK,40003,Alfalfa,Cherokee,"5,642","2,244.11",866.455,38.547,14.883,"2,282.65",881.338,36.729703,-98.323445,Alfalfa<br>OK<br>40003
2134,OK,40005,Atoka,Atoka,"14,182","2,526.58",975.517,37.283,14.395,"2,563.86",989.912,34.374813,-96.034705,Atoka<br>OK<br>40005
2135,OK,40007,Beaver,Beaver,"5,636","4,699.98","1,814.67",7.347,2.837,"4,707.33","1,817.51",36.748334,-100.483056,Beaver<br>OK<br>40007
2136,OK,40009,Beckham,Sayre,"22,119","2,335.67",901.805,5.527,2.134,"2,341.19",903.939,35.273945,-99.671638,Beckham<br>OK<br>40009
2137,OK,40011,Blaine,Watonga,"11,943","2,404.61",928.424,26.852,10.368,"2,431.46",938.792,35.877782,-98.428934,Blaine<br>OK<br>40011
2138,OK,40013,Bryan,Durant,"42,416","2,342.57",904.471,102.229,39.471,"2,444.80",943.942,33.964004,-96.264137,Bryan<br>OK<br>40013
2139,OK,40015,Caddo,Anadarko,"29,600","3,310.75","1,278.29",30.821,11.9,"3,341.57","1,290.19",35.16792,-98.381045,Caddo<br>OK<br>40015
2140,OK,40017,Canadian,El Reno,"115,541","2,322.25",896.626,23.244,8.975,"2,345.50",905.601,35.543416,-97.979836,Canadian<br>OK<br>40017
2141,OK,40019,Carter,Ardmore,"47,557","2,129.43",822.175,30.016,11.589,"2,159.44",833.764,34.251848,-97.287927,Carter<br>OK<br>40019
2142,OK,40021,Cherokee,Tahlequah,"46,987","1,940.96",749.408,69.626,26.883,"2,010.58",776.291,35.904367,-94.996796,Cherokee<br>OK<br>40021
2143,OK,40023,Choctaw,Hugo,"15,205","1,995.22",770.357,75.667,29.215,"2,070.88",799.572,34.027645,-95.554208,Choctaw<br>OK<br>40023
2144,OK,40025,Cimarron,Boise City,"2,475","4,751.95","1,834.74",15.924,6.148,"4,767.87","1,840.89",36.755276,-102.508735,Cimarron<br>OK<br>40025
2145,OK,40027,Cleveland,Norman,"255,755","1,395.40",538.766,50.039,19.32,"1,445.44",558.086,35.203117,-97.328332,Cleveland<br>OK<br>40027
2146,OK,40029,Coal,Coalgate,"5,925","1,338.20",516.682,12.081,4.664,"1,350.28",521.346,34.582861,-96.288039,Coal<br>OK<br>40029
2147,OK,40031,Comanche,Lawton,"124,098","2,769.44","1,069.29",37.339,14.417,"2,806.78","1,083.70",34.662628,-98.476597,Comanche<br>OK<br>40031
2148,OK,40033,Cotton,Walters,"6,193","1,638.57",632.654,24.095,9.303,"1,662.66",641.957,34.290676,-98.373438,Cotton<br>OK<br>40033
2149,OK,40035,Craig,Vinita,"15,029","1,971.90",761.354,3.698,1.428,"1,975.60",762.782,36.76389,-95.201553,Craig<br>OK<br>40035
2150,OK,40037,Creek,Sapulpa,"69,967","2,460.85",950.141,50.982,19.684,"2,511.84",969.825,35.907732,-96.379793,Creek<br>OK<br>40037
2151,OK,40039,Custer,Arapaho,"27,469","2,561.03",988.817,34.322,13.252,"2,595.35","1,002.07",35.645601,-98.997386,Custer<br>OK<br>40039
2152,OK,40041,Delaware,Jay,"41,487","1,911.87",738.177,140.205,54.134,"2,052.07",792.311,36.393369,-94.808206,Delaware<br>OK<br>40041
2153,OK,40043,Dewey,Taloga,"4,810","2,588.63",999.476,22.688,8.76,"2,611.32","1,008.24",35.978433,-99.014094,Dewey<br>OK<br>40043
